title,relevant_sentence,label
"Piz Morteratsch (3751 m), Überschreitung Ost - West","Wenn man keine ortskundige Seilschaft vor sich hat, ist die richtige Stelle in der Wand gar nicht so leicht zu finden (siehe Fotos zur Orientierung). | WS | I",negativ
Piz Grialetsch (3131m) via Nordgrat,"Der Nordgrat am Grialetsch wird im Routenarchiv als äusserst brüchig beschrieben, was auch zutrifft. | ZS+ | III",negativ
Mittaghorn  / Lohner 2678m,"Schwindelfreiheit ist nötig, da diverse ausgesetzte Stellen. | T4 | L | I | K1 | L",negativ
Tierbergli-Klettersteig,Dieser Teil istim Schnitt etwas schwieriger und deutlich steiler(einige und v.a. deutlich längere K2/3-Stellen). | T4 | K4,negativ
"Niesenkette 2./3. Etappe, 24./30 August","Dieser führte dazu, dass ich aus dem Rohrbachgraben wieder raus musste und letztlich auf der falschen Seite dieses natürlichen Hindernisses, über Grasmutten hoch auf die erste Wyssi Flue kraxeln durfte. | T6 | ZS | IV",negativ
"Niesenkette 2./3. Etappe, 24./30 August","Irgendwo steht betreffend Schwierigkeit, dass dies eine WS (wenig schwierig) Route sein soll. | T6 | ZS | IV",negativ
"Niesenkette 2./3. Etappe, 24./30 August","Betrachtet man jedoch die Länge, die konditionellen und mentalen Anforderungen, sollte dort ein S für schwierig stehen. | T6 | ZS | IV",negativ
Pizzo del Prévat SE-Grat,"Zustieg ca. 2 h.Cresta SE:Die Schwierigkeit bewegt sich meist im II. Grad, ist aber doch vertikal und ausgesetzt, sodass wir die Route als MSL, nicht als T6 begangen haben. | III",negativ
Gamsturm 1940m,"Sicher bin ich nur, dass wir die Tour ursprünglich bereits im 2021 begehen wollten, ich mich damals jedoch ausser Gefecht setzte beim Pickelkampf. | T6 | V",negativ
Gamsturm 1940m,Dennoch ist für eine erfolgreiche Besteigung viel T6- sowie alpine Klettererfahrung nötig. | T6 | V,negativ
Gamsturm 1940m,"Auf den ganzen sechs Seillängen finden wir ca. zehn rostige Haken, zwei davon sind zu einem alten Stand zusammengebunden. | T6 | V",negativ
Gamsturm 1940m,Das Platzieren ist aber (vor allem in den grasdurchsetzten Passagen) oft schwierig und nicht immer möchte man mit Schwung und Elan in die selbst platzierte Sicherung springen. | T6 | V,negativ
Gamsturm 1940m,"Doch wer die ersten drei Seillängen einigermassen gelassen bewältigt, wird den Rest auch schaffen. | T6 | V",negativ
Gamsturm 1940m,Südwestkante:Wir machen die Tour in sechs Seillängen. | T6 | V,negativ
Gamsturm 1940m,Im untersten Teil herrscht gepflegtes T6-Gelände mit einigen IIer-Stellen vor. | T6 | V,negativ
Gamsturm 1940m,"Anschliessend weiter die Kante hoch, wobei wir nun zwei Mal nach links ausweichen (einmal T6-Stil, einmal steile Felskletterei an guten Schuppen). | T6 | V",negativ
Gamsturm 1940m,"Es folgt wieder ein grasiger Teil (ca. T6+, aber prima gestuft), bevor man unter der Gipfelwand steht. | T6 | V",negativ
Gamsturm 1940m,Egal ob Golfrasen im Tösstal oder steile Felswand ohne Sicherungen im Alpstein. | T6 | V,negativ
Gamsturm 1940m,"In den Hängen des Gamschopfs angekommen, steigen wir über dessen Ostgrat (T6) auf die Lauchwis aus. | T6 | V",negativ
Nel cuore del Ticino...,"Bis zur Scharte 2312 und danach bis zu P. 2395 wären zwar grosszügige zeitsparende Umgehungen v.a. auf der E-Seite möglich gewesen, ich versuchte aber, weitgehend der mit Gras durchsetzten Gratschneide zu folgen und alle  Kuppen und Türme zu überschreiten, was sich wegen schönen Kletterpassagen auch durchaus lohnte, aber natürlich mehr Zeit in Anspruch nahm. | T6 | WS+ | III",negativ
Nel cuore del Ticino...,"Cresta dei CorniZustieg Scharte 2560: von derCapanna Campo Tencia CAS(2139m) auf dem z.T. eingezeichneten, blau und rot markierten Pfad (Gras, Geröll, Firnreste), vorbei an der Abzweigung zum Pizzo Campo Tencia und den Reservoirs, sowie überP. 2303undP. 2401, und zuletzt steil hinauf (Schrofen) zurScharte 2560, 1h-1h 30min, 420Hm Aufstieg, T4.Überschreitung Pizzo Canà-Tre Corni-Pizzo Crozlina: von derScharte 2560mfolgt man mit Umgehungen rechts oder links immer dem Grat (blaue Markierungen, Bügel, Kabel, I-II, Stellen III). | T6 | WS+ | III",negativ
Nel cuore del Ticino...,"Corno(2954m), das direkt erstiegen (50Hm, Wandstufe und Riss, Klettersteig oder S-) oder von SW durch ein Umgehungscouloir (II-III) erreicht werden kann, und hinunter zurBocchetta dei Tre Corni(2839m). | T6 | WS+ | III",negativ
Nel cuore del Ticino...,"Nun entweder direkt über die folgende Wandstufe (12Hm, Klettersteig oder IV) oder Umgehung von NE durch ein Couloir (brüchig, II). | T6 | WS+ | III",negativ
Nel cuore del Ticino...,"Abstieg zuerst entlang demE-, dann demSE-GratzurBocchetta di Crozlina(2865m), 4-5h, 675Hm Auf- und 370Hm Abstieg, T6, WS.Insgesamt 5h-6h 30min, 1095Hm Auf- und 370Hm Abstieg. | T6 | WS+ | III",negativ
Nel cuore del Ticino...,"dem Grat (Gras, Fels, I-II, Stellen III) folgend, Kuppen und Türme überkletternd oder links umgehend zurScharte 2312, und weiter zuP. | T6 | WS+ | III",negativ
Nel cuore del Ticino...,"2395vor einer tiefenScharte(ca. 2330m) über demFornale di Rüscada, zu der zuerst über den Grat, dann durch eine Rinne und über Platten (III-IV) abgeklettert wird. | T6 | WS+ | III",negativ
Nel cuore del Ticino...,"Einen Turm, der von links über ein Band erreicht werden kann, überkletternd, und über einen breiten Rücken (Schrofen, Fels, I-II) zum Gipfelgrat, und auf diesem (Platten, I-II, Stellen III) vor eine Scharte, zu der N-seitig abgeklettert werden kann (8Hm, III), und weiter einfach zumGipfel(2558m, Steinmann), 2h-2h 30min, 350Hm Auf-, 120Hm Abstieg, WS+.Insgesamt 3h 30min-4h 30min, 1025Hm Auf- und 120Hm Abstieg. | T6 | WS+ | III",negativ
Tschinglenrunde mit Abkürzung Il Vonn,"Nach diesem recht exponierten Teil kommt nun in einen Ausläufer vomGrischsattel, welcher halbwegs steil entnommen wird. | T4",negativ
Tschinglenrunde mit Abkürzung Il Vonn,"Aufgrund des schiefrig steilen Geländes surfte ich in der Hocke, den Grossteil mehr oder weniger ab. | T4",negativ
Mürtschenstock Ruchen,Mit Seil und einigem Sicherungsmaterial im Gepäck wagten wir einen erneuten Versuch. | T6- | II,negativ
Mürtschenstock Ruchen,"Leider wurde ich von Steinschlag getroffen, den eine absteigende Seilschaft im oberen Teil der Rinne auslöste. | T6- | II",negativ
Mürtschenstock Ruchen,"Wir sind beim Aufstieg im Steilgras auf der linken Seite geblieben und erreichten so eine deutliche Wegspur, die vom Kopf der Rinne weg zu den Fixseilen führt. | T6- | II",negativ
Mürtschenstock Ruchen,Links von einem Felspfeiler mit Riss muss sehr exponiert auf labil geschichteten Platten vorbeigeklettert werden (II+). | T6- | II,negativ
Mürtschenstock Ruchen,"Für den Abstieg brauchten wir länger als für den Abstieg, das viele Gebrösel auf dem Fels und auch auf dem Pfad in der Grasflanke war im Abstieg viel heikler als beim Aufstieg, da machte sich dann der ""T6"" bemerkbar. | T6- | II",negativ
Augstenhüreli 3026 m,"Kurz vor dem Gipfel eine kurze luftige Passage, dann mit ein paar Handgriffen auf den höchsten engen Punkt. | T4",negativ
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)",Die kurze Kraxeleinlage auf den Tisch ist irgendwie gespenstig im Dunkeln. | ZS+,negativ
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)","Der nächste Aufschwung zu P. 3560 nehmen wir von Osten, hier ist die Kletterei zu Beginn nicht trivial und oben recht brüchig. | ZS+",negativ
"Ober Gabelhorn  - (kompletter Gabelhorngrat, Abstieg Wellenkuppe)","Wir haben im Aufstieg nirgens gesichert, was natürlich schneller geht. | ZS+",negativ
Kreuzberg III - Breites Südrippli,"Dieser sieht von unten viel schwieriger aus als von oben, ein Seil brauchts da noch nicht, obwohl da auch Haken stecken würden. | III",negativ
Kreuzberg III - Breites Südrippli,"Schlüsselstelle ist ein Block, den man ""umarmen"" muss, um zum nächsten Stand zu gelangen.2. SL (3a): Plattig, aber mit guten Griffen, gefühlt die zweitschwierigste SL der Tour.3. SL (3b): Schmale Rippe, aber sehr viel einfacher, eher II4. und 5.SL (2b und 3a): | III",negativ
Kreuzberg III - Breites Südrippli,"Danach über kurzen, luftigen Grat zum Gipfel mit Gipfelbuch. | III",negativ
Ab Val Frisal direkter Aufstieg zur Bifertenhütte dann weiter zu den Muttenbergen,"Ich krabbelte das steile nasse und durch das hohe Gras hoch, bis ich dieFoppa sur Zaninerreichte. | T4 | II",negativ
Schafbergkante und -chöpf,Und die erwies sich als eine super Kombination zwischen klassischem Klettern und dem wohl schärfsten Grat des Alpsteins - ein absoluter Traum! | T6 | S | 5b,negativ
Schafbergkante und -chöpf,"Dazu muss von einer Scharte rund 50m in die Schlucht angestiegen werden, oben recht steil (T5-T6). | T6 | S | 5b",negativ
Schafbergkante und -chöpf,Einige steile Passagen (bis ca. 5b) wechseln mit einfacheren Abschnitten ab. | T6 | S | 5b,negativ
Schafbergkante und -chöpf,"Das ist in der Rinne, welche links über ein Grasband erreicht wird, kurz etwas unangenehm (III). | T6 | S | 5b",negativ
Schafbergkante und -chöpf,"Während die Kletterei über die 4-5 Felstürme relativ kurz, wenn auch sehr exponiert ist, stellt der T6-Zustieg (auf beiden Seiten) das Eintrittsticket ins Reich der Schafbergchöpf dar. | T6 | S | 5b",negativ
Schafbergkante und -chöpf,"Der folgende Grasgrat ist definitiv ein Highlight im Alpstein: Steil, scharf, aber immer gut gestuft - ein absoluter Genuss, auch wenn das Gras stellenweise fast senkrecht erscheint (T6). | T6 | S | 5b",negativ
Schafbergkante und -chöpf,Vom Westgipfel ist man wieder in T6-Gelände. | T6 | S | 5b,negativ
Schafbergkante und -chöpf,"Hier es zwar nicht mehr so steil, aber eine mühsame Flanke mit Gras, Fels und losem Geröll muss gemeistert werden - für mich der unangenehmste Teil der Tour. | T6 | S | 5b",negativ
Nufenenstock - Nordgrat,Auch grössere Felsen neigen dazu einfach abzubrechen. | T5+ | II,negativ
Tellispitza (Hauptgipfel),"Dort steht über den Hauptgipfel nur, dass man vom Sattel einen Grataufschwung links über Geröll umgehe, und dann brüchige Felsen in heikler Kraxelei zum höchsten Punkt führen. | T6",negativ
Tellispitza (Hauptgipfel),"Also noch einmal das schöne Spiel, wieder in die SW-Flanke, es wird zusehends exponierter, und das T6 aus der Archivroute scheint nun angebracht. | T6",negativ
Tellispitza (Hauptgipfel),"Um aber dorthin zu kommen, muss ich sehr ausgesetzt in äusserst brüchigen Felsen traversieren – wohl die Schlüsselstelle der Tour, und jetzt ist mir auch klar, was mit der «heiklen Kraxelei» gemeint war. | T6",negativ
Tellispitza (Hauptgipfel),"Im Abstieg – nachdem die grauslige Traverse aus der Scharte hinter mir liegt – versuche ich es «ein Stockwerk tiefer», aber das ist auch nicht unbedingt einfacher oder angenehmer. | T6",negativ
Tellispitza (Hauptgipfel),"Die Bewertung T6 ist sicher angebracht, angesichts der exponierten und brüchigen Felsen in der Flanke. | T6",negativ
"Burgerrain, Bräntlirain & Schwängiflüeli","Anschliessend weiter via Wanderweg bis zur Verzweigung beim Strommasten, wo ich geradeaus weiter durch die Büsche wanderte und so zum eigentlichen Highlight der Wanderung kam: dem schmalen und langen Felsgrat beimP.944. | T5 | II | K2 | L",negativ
"Burgerrain, Bräntlirain & Schwängiflüeli",Nach einem breiten Felshügel kann man den weiteren Grat wandernd umgehen oder man bleibt auf dem schmalen Felsgrat. | T5 | II | K2 | L,negativ
Ausser Rand und Band? Bifertenstock- und Bänderweg-Schnüffeln,"Wie schon mehrfach erwähnt, ist er dank eines guten Wegleins prima gangbar, ein paar ausgesetzte Stellen in hart gebackenem Schutt erheischen besonders im Abstieg doch Vorsicht. | T5-",negativ
Gletschersuchen am Pizol,"Der höchste Punkt (südlicher Turm) ist nicht mal so einfach zu erklettern, an der Kante, kurz recht ausgesetzt. | T4",negativ
Gletschersuchen am Pizol,Trotzdem ist das steil und es muss stellenweise voll zugepackt werden. | T4,negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,Plattige und steile Passagen wechseln sich ab. | T5 | S | V,negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,Fester Granit und schuttige Abschnitte sowie Passagen zum Abklettern und solche zum Abseilen. | T5 | S | V,negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,"Danach über den Gletscher zur Rothornhütte  (2h15min, WS) | T5 | S | V",negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,Den Gletscher traversieren wir ziemlich direkt Richtung Point du Mountet. | T5 | S | V,negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,"Der Schrund ist auch hier 'mein' Hindernis und der Wechsel vom Schnee in den Fels fällt mir schwieriger als erwartet, denn es gibt kaum Haltmöglichkeiten und er | T5 | S | V",negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,Einmal löst eine Seilschaft ein kleine Lawine aus und wir müssen uns richtig in Deckung bringen. | T5 | S | V,negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,Platten und steile Passagen wechseln sich ab und die Schwierigkeit überschreitet die 4a nie. | T5 | S | V,negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,Gewisse Abschnitte sind sehr ausgesetzt und verlangen nochmals höchste Konzentration und etwas Mut. | T5 | S | V,negativ
Überschreitung Ober Gabelhorn und Zinalrothorn,3723 wechseln wir auf das Eis und queren den Glacier du Moutent ungefähr bis Punkt 3252 (entgegen der SAC Route). | T5 | S | V,negativ
Munt Arlas,"L. - Dort angeseilt und in 1.5 Stunden auf den Munt Arlas, 3127 m, anspruchsvolles Gratklettern, teils ausgesetzt, guter Fels, bis III+. | ZS+ | III",negativ
Abländschen - Amelier (2002 m): Schwieriger als erwartet,"Der Grat, den man von Westen her ersteigt, ist meistens schmal. | T3+",negativ
Abländschen - Amelier (2002 m): Schwieriger als erwartet,"An zwei bis drei Stellen etwas ausgesetzt,  an einer Stelle auf rund 5 m Länge stark ausgesetzt: rund 2 m in eine Senke runter und wieder rauf, rund 50 cm breit, und links und rechts gehen Felsabbrüche sehr steil hinab. | T3+",negativ
Überschreitung Ruchälplistock und Jakobiger,"Wir besteigen beide, wobei der Weg zum Höhere (ohne Kreuz) nicht markiert ist und über einen kurzen schmalen  Grat führt. | T5",negativ
"Breitwang, 2574 m","Dann passiert es: auf dem schmalen Pfad in der steilen Südflanke des Schwarzhorns stürzt ein Kind ab, vielleicht acht bis zehn Jahre alt. | T2",negativ
Schinhorn 3796 m - Westnordwestgrat,"Der einfachste Weg führt durch die Südflanke über einen spaltenreichen Gletscher, weshalb dieser Aufstieg vor allem als schwierige Skitour oder als Hochtour im Frühsommer durchgeführt wird. | S- | IV",negativ
Schinhorn 3796 m - Westnordwestgrat,Insbesondere der obere Teil ab etwa 3450m ist hochgradig brüchig. | S- | IV,negativ
Schinhorn 3796 m - Westnordwestgrat,"Dahinter gibt es nochmal eine kurze Passage Gehgelände, bevor der Grat richtig steil wird (ca 3450m, ab hier durchgehend etwa 45 bis 50 Grad und ekelhaft brüchig!). | S- | IV",negativ
Schinhorn 3796 m - Westnordwestgrat,"Es kommt ein Aufschwung nach dem anderen, alle verdammt brüchig, und immer ist der nächste noch ein bisschen schwieriger als der vorige. | S- | IV",negativ
Schinhorn 3796 m - Westnordwestgrat,"Über die sehr ausgesetzte, zackige Gratschneide erreichten wir dann den höchsten Punkt, der nur mit einer alten, vermodernden Holzstange gekennzeichnet ist. | S- | IV",negativ
Schinhorn 3796 m - Westnordwestgrat,"Ausrüstung: Komplette Gletscherausrüstung, Helm!!!, Klemmgeräte in den Größen 0.3 bis 1.0 hilfreich | S- | IV",negativ
"Fridlispitz, Riseten & Wageten Westgrat","Auf der anderen Seite findet man vor dem Sattel einen Schlaghacken, bevor es im schwieriger werdenden vierten Grad in die Schlüsselstelle hinauf geht. | T4+ | IV",negativ
"Fridlispitz, Riseten & Wageten Westgrat",Diese Startet einfach und wird gegen Oben immer schwieriger. | T4+ | IV,negativ
"Fridlispitz, Riseten & Wageten Westgrat",Beim letzten Bohrhacken kann man links (nordseitig) um die Ecke klettern und findet dort dann gute Tritte und Griffe (4c).Oben angekommen startet das erste Gehgelände. | T4+ | IV,negativ
Ramsflue (N-Sporn),"Realtiv schnell ist man am Ziel, wenn man eine sehr gute Trittsicherheit hat, schwindelfrei ist und eine sichere Klettertechnik im II-ten Schwierigkeitsgrad beherrscht. | T5+ | II",negativ
Sir Elias oder ein Date mit einem adligen,Nun wird die Kletterei ein wenig steiler und trifft mit den Schuppen und kräftigeren Zügen eher meinen Geschmack. | T4 | 5a,negativ
Sir Elias oder ein Date mit einem adligen,Nach einem nächsten schmaleren Felsband gehts in die letzten zwei Seillängen wobei sich der Ausstieg direkt auf einem sehr schmalen Gratstück befindet. | T4 | 5a,negativ
Schuttorgie am Täligrat (3042 m) im Avers,Zwei oder drei T5 Stellen habe ich in der Nordflanke umgangen. | T4+,negativ
Schuttorgie am Täligrat (3042 m) im Avers,Diese Tour ist nur für Liebhaber von Schieferschutt und brüchigem Gestein :-)Ausrüstung: | T4+,negativ
Glegghorn und Zusatzschlaufe ab Jenins,Der Gipfelaufschwung ist eher ein T5 - teilweise wirklich steiles Gras. | T5 | WS,negativ
Auf und rund um den Zindlenspitz (2098 m),Erst am Grat zum Brünnelistock verließ uns an einer sehr ausgesetzten Stelle der Mut. | T4-,negativ
Vom Barrhorn bis Bishorn,Ab hier geht es auf einem T4 Wanderweg weiter und es gibt zwei Möglichkeiten: entweder über den Klettersteig auf die Adlerflüe oder über den Gletscher um den Gipfel herum. | T4+,negativ
Vom Barrhorn bis Bishorn,In einer Seilschaft mit Pickel und Steigeisen schafften wir den Gletscher am steilen Hang hinauf und verließen ihn wieder für eine Felspassage rechts davon. | T4+,negativ
Gipfelrunde oberhalb der Bordierhütte,"Das Surren am Gipfel und die auffrechten Häärchen an den Armen waren sehr eindeutige Signale, den ausgesetzten Berg schnellstens zu verlassen. | ZS | III",negativ
Gipfelrunde oberhalb der Bordierhütte,"Es ging immer munter weiter, zwischen Chli Dirruhorn und Dirruhorn folgte eine ganz kurze Abseilstelle (max. 5 m), die theoretisch auch abgeklettert werden kann. | ZS | III",negativ
Gipfelrunde oberhalb der Bordierhütte,"Ein kurzes, aber steiles Eisfeld zwang uns die Steigeisen zu montieren, wie die restlichen Seilschaften montierten wir die Eisen im felsigen Schlussaufstieg nicht ab. | ZS | III",negativ
Gipfelrunde oberhalb der Bordierhütte,"Während Ben eine knackige plattige Stelle aufgrund seiner Größenvorteile ohne Seil bewältigte, war ich auf die Hilfe des Seiles angewiesen. | ZS | III",negativ
Berisal - Bortelhütten - Rosswald,Es hat mehrere Felsstufen die teilweise schon steil sind und recht ausgesetzt. | T3,negativ
Berisal - Bortelhütten - Rosswald,Es sind nirgendwo Ketten/Kabel montiert. | T3,negativ
Berisal - Bortelhütten - Rosswald,"Da ich nicht 100% trittsicher bin, haben wir bei Punkt 1934 den oberen Weg nach Stafel gewählt, da der untere Weg absolute Schwindelfrei und Trittsicherheit verlangt (da entlang Suone/„Bärgwasser“). | T3",negativ
Arnigrat: ein toller Grasgrat - ideal für Aspiranten,Schwierigkeitsgrad (Punkto Ausgesetztheit): | T3,negativ
Arnigrat: ein toller Grasgrat - ideal für Aspiranten,"Bei Nässe hingegen täte ich diesen Grat nicht begehen, also ist dann der Schwierigkeitsgrad bei Nässe natürlich ein ganz anderer (Abrutschen auf steilen, nassen Grashängen)…Ein wrw hätte es auf diesem Grat vermutlich auch getan. | T3",negativ
Arnigrat: ein toller Grasgrat - ideal für Aspiranten,Irgendwie war ich auf die Steilheit dieses sehr technischen Weges mental und körperlich nicht so richtig vorbereitet. | T3,negativ
Gipfel Sammeln (4 Tage in der Leventina),Teils ist er sehr luftig (Bild 5). | T5 | II,negativ
Wo nieder ober Bauen isch,"An gegebener Stelle dann steil in einen rutschigen Graben hinein, wo sich das Weglein hinaufwindet und alsbald exponiert südlich hinaus quert in mediterran-tessinerisch anmutende Gefilde. | T4",negativ
Wo nieder ober Bauen isch,"Dieser ist imposant, exponiert und mit dem nassen Schnee heikler als mir lieb ist, zumal an besonders heikler Stelle ein Kreuz an einen Absturz mahnt (es dient andererseits als willkommener Griff...). | T4",negativ
Überschreitung Bristen via Etzlital,"Nun über eine sehr exponierte und brüchig-brösmelige Passage zu den abschüssigen Grasflanken, welche in die schuttige Ostflanke des Zwächten führen (und von wo auch der Verbindungsgrad vom Steinstock hinführt). | ZS- | III",negativ
Überschreitung Bristen via Etzlital,"Persönlich fand ich den oberen Abschnitt zwischen Pörtlilücke und Chlüserlücke am unangenehmsten, da sehr ausgesetzt und brüchig. | ZS- | III",negativ
Überschreitung Bristen via Etzlital,"Die Kletterei übersteigt den dritten Grad nie (je nach Routenwahl im Chlüserwändli allenfalls IV-), oft bewegt man sich eher in T6/II-Gelände. | ZS- | III",negativ
Überschreitung Schlieren und Uri Rotstock,"Der Grat wird nun über schönen, aber teilweise brüchigen Kalk meist im zweiten Grad erkraxelt. | T6 | WS | II",negativ
Überschreitung Schlieren und Uri Rotstock,"Zuletzt geht es nochmals etwas ausgesetzt und brüchig zum Gipfel, wo angenehme Temperaturen zu einer längeren Pause einladen. | T6 | WS | II",negativ
mit em Stüssi übere Düssi,im oberen Teil viel brüchiger Fels. | WS+ | III,negativ
Überschreitung Ruchälplistock und Jakobiger,"Viele schöne Kletter-Passagen, teilweise etwas ausgesetzt, führen auf den Doppelgipfel. | T5",negativ
Via Alpina: Altdorf (Brüsti) » Engelberg (Talstation Fürenalp) Etappe 7,"Das ist mir zu riskant, zumal der Schnee wahrscheinlich nicht mehr trittfest ist und ein Abstürzen wäre hier sehr ungesund. | T2",negativ
Sewenhorn Westgratturm - Epp-Verschneidung,Die Kletterschwierigkeit sollte man trotzdem gut beherrschen. | T3+ | 5a,negativ
Gross Schärhorn (Tag 1 & 2),Einige Stellen sind ausgesetzt aber gehen besser als gedacht. | T3 | ZS- | III,negativ
Lochberg (3074m),"Einige Stellen sind recht ausgesetzt und die Wegfindung ist nicht immer einfach, da unklar ist, wie weit man absteigen muss. | WS",negativ
Tiefenstock (3515m - Versuch),Der Abstand zwischen Fels und Eis beträgt rund 2m. | WS,negativ
"Krönten Ost - eine phänomenale, lange Gratüberschreitung",Aufgrund des Nebels und des feuchten Grates leistet mir der Pickel gute Dienste. | T6 | III,negativ
"Krönten Ost - eine phänomenale, lange Gratüberschreitung","Vom Gipfel folgt ein überraschend langer, schmaler Gratabschnitt in solidem Fels. | T6 | III",negativ
"Krönten Ost - eine phänomenale, lange Gratüberschreitung","Die ersten paar Meter sind ordentlich luftig, danach meist einfacher. | T6 | III",negativ
"Krönten Ost - eine phänomenale, lange Gratüberschreitung","Nach dem Steilaufschwung folgt ein flaches Gratstück mit herrlicher, luftiger Kletterei direkt dem Grat entlang. | T6 | III",negativ
"Krönten Ost - eine phänomenale, lange Gratüberschreitung","Über brüchig schiefriges Gestein geht es weiter und ich erreiche  denGipfelkopf, welcher ziemlich direkt durch Rinnen erklettert werden kann. | T6 | III",negativ
"Krönten Ost - eine phänomenale, lange Gratüberschreitung",Nordseitig ausweichend kann in dieScharteabgeklettert werden - zuletzt kurz ausgesetzt. | T6 | III,negativ
"Groß Bielenhorn SO-Grat, zu Recht beliebt",Es musst oft an schmalen oder auch abgerundeten Rissen geklettert oder plattig angestanden werden. | T5 | 5c,negativ
"Groß Bielenhorn SO-Grat, zu Recht beliebt","Mit Kletterschuhen ein Genuss, mit Bergschuhen muss man deutlich über der Schwierigkeit 4c stehen oder (wie die Seilschaft vor uns) immer wieder zeitraubend techno-basteln. | T5 | 5c",negativ
"Groß Bielenhorn SO-Grat, zu Recht beliebt","Die beiden Schlüsselstellen in den Seillängen 3 und 6 sind wirklich 5c und gerade die erste Stelle bietet senkrechte, enge und runde Risse, was ich mir mit Bergschuhen und ohne Griff in die eng stehenden Haken sehr unangenehm vorstelle. | T5 | 5c",negativ
"Groß Bielenhorn SO-Grat, zu Recht beliebt","Ebenso der Abstieg nach der Abseilstelle unterhalb des Gipfels, in dem ebenfalls noch eine längere Strecke im oberen 2. Grad durch eine Rinne abgeklettert werden muss.- | T5 | 5c",negativ
Klettergarten Griestal in der Göscheneralp..,Hoy es adios 5c - dem Riss entlang und oben plattigOne bright day (meine absolute Lieblingsroute) 6a - zuerst etwas plattig und danach schöner Riss (leider etwas zu kurz)Jupiters Garden 6a - plattig mit kleinem ''Dächlein'' zum überkletternSigo mi vida 6a - etwas steilere Plattenkletterei mit RissenOsteria del Cavolo 6b - ebenfalls steilere Plattenkletterei mit Kanten und Rissen (zum Schluss nur noch im Toprope geschafft | T2 | 6b,negativ
Fasnachtsverschnidig am Gabchopf,"In den Seillängen gut, aber nicht übermässig abgesichert. | T4 | V+",negativ
Bergtour Isentaler Horn und Sassigrat,"eine kurze, aber ausgesetzte Querung, die einen starken Einsatz von guten, festen Sohlen erfordert. | T5-",negativ
Hochtour Grassen via Stössensattel - update,Vermutlich hat wohl die Verankerung einfach nicht mehr gehalten. | T4- | WS,negativ
Schächentaler Windgällen (2764 m),"Darüber folgt eine ausgesetzte Querung, an der es nur einen dünnen Trittstift und eine Kettenschlinge gibt. | T5- | II",negativ
Schächentaler Windgällen (2764 m),"Weiter über steile Schrofen zu einer Platte mit Stahlkabel, darüber folgen als letzte Kletterstellen zwei Kamine, erst ein enger Kamin mit Klemmblock, dann ein noch anspruchsvollerer (insofern man nicht die Hilfen verwendet), den man über einen Kriechgang verlässt. | T5- | II",negativ
Bergtour Schächentaler Windgällen,"Einfach immer den grossen gelben Punkten nach und man gelangt auf die ausgesetzteQuerung, Überall hat es aber gute Griffe und Tritte, so blieb unser Seil im Rucksack. | T4+",negativ
Bergtour Schächentaler Windgällen,"Runter ist es wirklich ein bisschen schwieriger, ein Ausrutschen ist definitiv nicht erlaubt. | T4+",negativ
Rundtour vom Arnisee auf den Jakobiger (2505 m),"Eine steile Felsplatte, die mit Hilfe von Ketten überwunden werden muss, schreckt mich im ersten Moment ab. | T5- | I",negativ
Rundtour vom Arnisee auf den Jakobiger (2505 m),Während des Aufstiegs war mir bei den ausgesetzten und den Kletter-Passagen teilweise schon etwas mulmig. | T5- | I,negativ
Niderbauen Chulm (1932m) via Stollenloch,"Von hier geht's wieder steiler durch immer felsigeres Gelände und zunehmend ausgesetzt bis zum Einstieg in das spektakuläre Felscouloir, das bis kurz unterhalb des Niderbauen Gipfels führt. | T4",negativ
Schijenstock - Ostanstieg,"Das allerletzte Stück am Grat ist zwar etwas ausgesetzt, aber herrlich, denn der spitze, felsige Gipfelbereich macht doch viel mehr her als das endlose Blockmeer weiter unten. | T5- | I | K2-",negativ
Schijenstock - Ostanstieg,"Obwohl ich das Klettersteigset nicht vermisse, empfinde ich diese Passage auch bei meiner vierten Begehung als recht anspruchsvoll und auch untypisch für T4. Deshalb gebe ich zusätzlich ein KS2- (oder WS-) als Klettersteigschwierigkeit an. | T5- | I | K2-",negativ
Hochtour am Nachmittag vom Grimselpass über Grätlisee zum Vorder Gärstenhorn,Zuletzt erreichte ich den Grat im brüchigen Gelände (T5+). | T6- | WS | II,negativ
Hochtour am Nachmittag vom Grimselpass über Grätlisee zum Vorder Gärstenhorn,"Von der dieser ging es zurück zur Schlüsselstelle, die ich in Abstiegsrichtung rechts über plattige Felsblöcke mit begehbaren Rissen abklettern konnte, in denen Tritte zu finden waren. | T6- | WS | II",negativ
Hochtour am Nachmittag vom Grimselpass über Grätlisee zum Vorder Gärstenhorn,"Eine Passage war etwas schwierig (T6-/II) zu überwinden, um weiter unten über Gesteinstrümmer absteigen zu können. | T6- | WS | II",negativ
